SOC_level,SOC,PulseLength(s),Temperature(C),Voltage(V),AvgCurrent_20s,True_SOP(W),SHAP_SOC,SHAP_PulseLength(s),SHAP_Temperature(C),SHAP_Voltage(V),SHAP_AvgCurrent_20s,fold
SOC_100,1.0000000386428571,10.858999999999998,11.494566428571428,4.163514285714285,0.0,93.37235714285715,17.51616668701172,0.4783717095851898,11.756612777709961,7.301589488983154,2.2190659046173096,3.0
SOC_95,0.9502942443076923,9.386538461538464,11.20306846153846,3.982161538461539,2.297657578846154,92.72192307692306,16.289432525634766,0.4648846387863159,9.384923934936523,5.344193458557129,2.9427754878997803,3.0
SOC_90,0.9002588505000002,10.859214285714282,12.605817857142862,3.965049999999999,2.103069314642857,92.85300000000001,15.987149238586426,0.463295042514801,9.83018684387207,5.425750732421875,2.96488094329834,3.0
SOC_80,0.8003169990000002,10.859642857142859,12.615197142857147,3.8714428571428567,2.4286274679999997,90.78600000000002,15.268099784851074,0.5534546375274658,9.801284790039062,4.796638488769531,3.153172492980957,3.0
SOC_70,0.7003230299285716,10.859714285714288,12.63242142857143,3.7911642857142853,2.428520275285714,88.41235714285716,13.465127944946289,0.5869096517562866,10.107223510742188,4.138366222381592,3.3824305534362793,3.0
SOC_60,0.6003173977142855,10.859071428571426,12.746000714285714,3.704478571428571,2.4253987959285714,85.30807142857144,11.770235061645508,0.5892580151557922,10.424982070922852,3.3873844146728516,3.634639263153076,3.0
SOC_50,0.5003197879285713,10.858999999999998,12.597899285714288,3.6170785714285705,2.4663198538571423,81.60107142857142,9.345443725585938,0.544536292552948,9.629249572753906,2.5045125484466553,3.899622917175293,3.0
SOC_40,0.4003149307857141,10.859142857142851,12.623201428571424,3.5418285714285713,2.4284879505,76.99857142857147,7.728731632232666,0.7194575071334839,10.618622779846191,2.6183900833129883,4.497276782989502,3.0
SOC_30,0.30030665871428575,10.8595,12.721722142857141,3.4750071428571423,2.428665374,70.52671428571429,4.850387096405029,0.701592743396759,11.028400421142578,3.669922351837158,4.881048679351807,3.0
SOC_20,0.20029643214285714,10.859500000000002,12.829716428571427,3.3908857142857136,2.418402318142857,56.861714285714285,9.400370597839355,0.7707105875015259,11.274636268615723,5.710141658782959,4.9334306716918945,3.0
SOC_15,0.15035384784615385,9.38676923076923,11.859792307692308,3.339753846153846,2.3012844688461542,43.08850769230769,19.642330169677734,0.6387730836868286,11.147965431213379,6.988954544067383,4.710707664489746,3.0
SOC_10,0.10022250269230767,10.92546153846154,13.53489846153846,3.265430769230769,1.5385635531538462,27.581392307692308,35.382568359375,0.7840182185173035,10.990250587463379,7.167136192321777,4.2603654861450195,3.0
SOC_5,0.050003461625,9.00225,17.4815875,3.271225,0.23809589287499996,19.636962500000003,37.650856018066406,0.7910842299461365,14.065877914428711,8.566314697265625,3.7268974781036377,3.0
SOC_2,0.01999759457142857,8.85957142857143,19.677971428571425,3.267157142857142,0.0,15.552785714285717,37.47050476074219,0.9055947661399841,13.631433486938477,11.262142181396484,3.9487814903259277,3.0
